,image_path
10343,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012722_002.png
10344,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012722_003.png
10345,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012722_004.png
10346,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012722_005.png
10347,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012722_006.png
10348,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012723_000.png
10349,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012725_000.png
10350,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012730_000.png
10351,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012734_000.png
10352,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012736_000.png
10353,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012739_000.png
10354,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012740_000.png
10355,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012740_001.png
10356,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012740_002.png
10357,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012740_003.png
10358,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012740_004.png
10359,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012740_005.png
10360,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012740_006.png
10361,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012744_000.png
10362,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012748_000.png
10363,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012751_000.png
10364,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012755_000.png
10365,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012757_000.png
10366,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012757_001.png
10367,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012757_002.png
10368,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012757_003.png
10369,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012757_004.png
10370,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012759_000.png
10371,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_000.png
10372,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_001.png
10373,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_002.png
10374,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_003.png
10375,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_004.png
10376,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_005.png
10377,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_006.png
10378,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012761_007.png
10379,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012762_000.png
10380,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012763_000.png
10381,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012763_001.png
10382,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012766_000.png
10383,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012768_000.png
10384,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012771_000.png
10385,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012775_000.png
10386,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012783_000.png
10387,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012786_000.png
10388,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012787_000.png
10389,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012787_001.png
10390,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012787_002.png
10391,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012787_003.png
10392,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012789_000.png
10393,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012790_000.png
10394,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012795_000.png
10395,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012800_000.png
10396,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012801_000.png
10397,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012801_001.png
10398,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012801_002.png
10399,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012801_003.png
10400,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012801_004.png
10401,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012801_005.png
10402,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012802_000.png
10403,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012807_000.png
10404,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012811_000.png
10405,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012811_001.png
10406,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012813_000.png
10407,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_000.png
10408,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_001.png
10409,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_002.png
10410,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_003.png
10411,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_004.png
10412,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_005.png
10413,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_006.png
10414,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_007.png
10415,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012815_008.png
10416,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012817_000.png
10417,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012819_000.png
10418,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012819_001.png
10419,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012821_000.png
10420,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012823_000.png
10421,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012823_001.png
10422,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012823_002.png
10423,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012823_003.png
10424,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012824_000.png
10425,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012826_000.png
10426,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012830_000.png
10427,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012830_001.png
10428,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012830_002.png
10429,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012835_000.png
10430,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012838_000.png
10431,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012840_000.png
10432,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012843_000.png
10433,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012845_000.png
10434,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012845_001.png
10435,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012845_002.png
10436,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012845_003.png
10437,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012845_004.png
10438,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012845_005.png
10439,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012845_006.png
10440,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012847_000.png
10441,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012851_000.png
10442,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012852_000.png
10443,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012854_000.png
10444,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012854_001.png
10445,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012854_002.png
10446,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012854_003.png
10447,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012854_004.png
10448,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012856_000.png
10449,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012860_000.png
10450,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012862_000.png
10451,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_000.png
10452,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_001.png
10453,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_002.png
10454,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_003.png
10455,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_004.png
10456,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_005.png
10457,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_006.png
10458,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_007.png
10459,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_008.png
10460,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_009.png
10461,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012864_010.png
10462,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012867_000.png
10463,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012868_000.png
10464,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012870_000.png
10465,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012870_001.png
10466,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012870_002.png
10467,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012872_000.png
10468,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_000.png
10469,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_001.png
10470,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_002.png
10471,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_003.png
10472,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_004.png
10473,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_005.png
10474,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_006.png
10475,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_007.png
10476,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_008.png
10477,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_009.png
10478,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_010.png
10479,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_011.png
10480,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_012.png
10481,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_013.png
10482,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_014.png
10483,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012874_015.png
10484,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012875_000.png
10485,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012876_000.png
10486,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_000.png
10487,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_001.png
10488,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_002.png
10489,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_003.png
10490,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_004.png
10491,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_005.png
10492,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_006.png
10493,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_007.png
10494,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_008.png
10495,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_009.png
10496,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_010.png
10497,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_011.png
10498,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_012.png
10499,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_013.png
10500,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_014.png
10501,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012884_015.png
10502,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012886_000.png
10503,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012886_001.png
10504,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012893_000.png
10505,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012894_000.png
10506,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012894_001.png
10507,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012895_000.png
10508,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012897_000.png
10509,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012897_001.png
10510,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012901_000.png
10511,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012906_000.png
10512,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012909_000.png
10513,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012912_000.png
10514,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012915_000.png
10515,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012917_000.png
10516,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012920_000.png
10517,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012921_000.png
10518,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012922_000.png
10519,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012922_001.png
10520,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012922_002.png
10521,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012924_000.png
10522,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012925_000.png
10523,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012926_000.png
10524,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012926_001.png
10525,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012926_002.png
10526,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012926_003.png
10527,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012926_004.png
10528,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012929_000.png
10529,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012933_000.png
10530,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012933_001.png
10531,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_000.png
10532,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_001.png
10533,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_002.png
10534,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_003.png
10535,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_004.png
10536,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_005.png
10537,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_006.png
10538,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_007.png
10539,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_008.png
10540,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_009.png
10541,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_010.png
10542,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_011.png
10543,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_012.png
10544,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_013.png
10545,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_014.png
10546,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012935_015.png
10547,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012936_000.png
10548,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_000.png
10549,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_001.png
10550,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_002.png
10551,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_003.png
10552,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_004.png
10553,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_005.png
10554,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_006.png
10555,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012937_007.png
10556,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012941_000.png
10557,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_000.png
10558,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_001.png
10559,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_002.png
10560,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_003.png
10561,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_004.png
10562,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_005.png
10563,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_006.png
10564,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_007.png
10565,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_008.png
10566,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_009.png
10567,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_010.png
10568,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012942_011.png
10569,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012944_000.png
10570,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012946_000.png
10571,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012950_000.png
10572,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_000.png
10573,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_001.png
10574,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_002.png
10575,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_003.png
10576,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_004.png
10577,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_005.png
10578,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_006.png
10579,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_007.png
10580,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_008.png
10581,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_009.png
10582,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012952_010.png
10583,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012955_000.png
10584,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012958_000.png
10585,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012961_000.png
10586,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012961_001.png
10587,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_006\images\00012964_000.png
